case_id	stem	cc	group	sources
104258-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_18	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_18.cpp
104259-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_43	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_43.cpp
104260-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_62a	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_62a.cpp,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_62b.cpp
104261-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_63a	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_63a.cpp,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_63b.cpp
104262-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_64a	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_64a.cpp,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_64b.cpp
104263-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_01	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_01.c
104264-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_02	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_02.c
104265-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_03	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_03.c
104266-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_04	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_04.c
104267-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_05	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_05.c
104268-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_06	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_06.c
104269-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_07	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_07.c
104270-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_08	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_08.c
104271-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_09	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_09.c
104272-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_10	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_10.c
104273-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_11	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_11.c
104275-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_13	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_13.c
104276-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_14	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_14.c
104277-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_15	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_15.c
104278-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_16	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_16.c
104279-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_17	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_17.c
104280-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_18	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_18.c
104281-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_43	g++	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_43.cpp
104282-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_62a	g++	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_62a.cpp,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_62b.cpp
104283-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_63a	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_63a.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_63b.c
104284-v1.0.0	CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_64a	gcc	pointers	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_64a.c,s02/CWE457_Use_of_Uninitialized_Variable__wchar_t_pointer_64b.c
240401-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_01.c
240402-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_02.c
240403-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_03.c
240404-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_04.c
240405-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_05.c
240406-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_06.c
240407-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_07.c
240408-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_08.c
240409-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_09.c
240410-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_10.c
240411-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_11.c
240413-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_13.c
240414-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_14.c
240415-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_15.c
240416-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_16.c
240417-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_17.c
240418-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_18.c
240419-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_no_init_43.cpp
240420-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_01.c
240421-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_02.c
240422-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_03.c
240423-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_04.c
240424-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_05.c
240425-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_06.c
240426-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_07.c
240427-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_08.c
240428-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_09.c
240429-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_10.c
240430-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_11.c
240432-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_13.c
240433-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_14.c
240434-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_15.c
240435-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_16.c
240436-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_17.c
240437-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_18.c
240438-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_43.cpp
240439-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_01	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_01.c
240440-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_02	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_02.c
240441-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_03	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_03.c
240442-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_04	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_04.c
240443-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_05	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_05.c
240444-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_06	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_06.c
240445-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_07	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_07.c
240446-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_08	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_08.c
240447-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_09	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_09.c
240448-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_10	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_10.c
240449-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_11	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_11.c
240451-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_13	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_13.c
240452-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_14	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_14.c
240453-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_15	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_15.c
240454-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_16	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_16.c
240455-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_17	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_17.c
240456-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_18	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_18.c
240457-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_43	g++	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_43.cpp
240458-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_62a	g++	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_62b.cpp
240459-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_63a	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_63a.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_63b.c
240460-v2.0.0	CWE457_Use_of_Uninitialized_Variable__double_pointer_64a	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_64a.c,s01/CWE457_Use_of_Uninitialized_Variable__double_pointer_64b.c
240461-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_01.c
240462-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_02.c
240463-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_03.c
240464-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_04.c
240465-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_05.c
240466-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_06.c
240467-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_07.c
240468-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_08.c
240469-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_09.c
240470-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_10.c
240471-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_11.c
240473-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_13.c
240474-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_14.c
240475-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_15.c
240476-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_16.c
240477-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_17.c
240478-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_18.c
240479-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_43.cpp
240480-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_01.c
240481-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_02.c
240482-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_03.c
240483-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_04.c
240484-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_05.c
240485-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_06.c
240486-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_07.c
240487-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_08.c
240488-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_09.c
240489-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_10.c
240490-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_11.c
240492-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_13.c
240493-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_14.c
240494-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_15.c
240495-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_16.c
240496-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_17.c
240497-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_18.c
240498-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_43.cpp
240499-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_01	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_01.c
240500-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_02	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_02.c
240501-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_03	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_03.c
240502-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_04	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_04.c
240503-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_05	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_05.c
240504-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_06	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_06.c
240505-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_07	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_07.c
240506-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_08	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_08.c
240507-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_09	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_09.c
240508-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_10	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_10.c
240509-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_11	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_11.c
240511-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_13	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_13.c
240512-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_14	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_14.c
240513-v2.0.0	CWE457_Use_of_Uninitialized_Variable__int_pointer_15	gcc	pointers	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_pointer_15.c
